親カテゴリ,H.集計フラグ,H.店舗,H.伝票番号,H.伝票番号枝番,H.元伝票番号,H.合算先伝票番号,H.集計対象営業年月日,H.集計営業年,H.集計営業月,H.集計営業日,H.曜日,H.支払ステータス,H.伝票発行日,H.伝票処理日,H.テーブル番号,H.客数（合計）,H.客数（男）,H.客数（女）,H.深夜料金,H.テーブルチャージ料金,H.サービス料金,H.総商品数,H.伝票金額,H.伝票税額,H.免税額（一般品）,H.免税額（消耗品）,D.免税区分,D.免税額,H.値引金額,H.値割引科目別金額（割引_*nothing*）,H.支払金額（現金）,H.支払金額（クレジットカード）,H.支払金額（ポイント）,H.支払金額（電子マネー）,H.支払金額（商品券：釣り無）,H.支払金額（商品券：釣り有）,H.支払金額（その他）,H.レジ担当者ID,H.スタイリスト（理美容のみ）,H.受付番号,H.テーブル合算後伝票番号,H.税集計区分,H.支払メモ,H.領収書発行回数,H.領収書発行最終日付,H.キッチンプリンタ印字成否,H.キッチンプリンタ印字日付,H.レシートプリンタ印字成否,H.レシートプリンタ印字日付,H.基幹転送成否,H.基幹転送日付,C.お客様,C.お客様代表,C.客層,D.オーダー番号,D.商品カテゴリ1,D.商品カテゴリ2,D.商品カテゴリ3,D.商品カテゴリ4,D.商品カテゴリ5,D.帳票集計対象商品,D.商品,D.サブメニュー,D.商品印字成否,D.サブメニュー印字成否,D.価格,D.数量,D.優先ステータス,D.オーダーメモ,D.オーダー担当者,D.オーダー日時,D.配膳済担当者,D.配膳済日時,D.オーダーキャンセル担当者,D.オーダーキャンセル日時,D.オーダーステータス
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,16,フード,一品料理,,,,Yes,00000000945:選択コース,,1:成功,,4000,1,0:設定なし,,0301:店長,2018/06/02 18:21:16,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,17,フード,一品料理,,,,Yes,00000000945:選択コース,,1:成功,,4000,1,0:設定なし,,0301:店長,2018/06/02 18:21:16,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,18,フード,一品料理,,,,Yes,00000000945:選択コース,,1:成功,,4000,1,0:設定なし,,0301:店長,2018/06/02 18:21:16,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,14,フード,一品料理,,,,Yes,00000000945:選択コース,,1:成功,,4000,1,0:設定なし,,0301:店長,2018/06/02 18:21:16,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,15,フード,一品料理,,,,Yes,00000000945:選択コース,,1:成功,,4000,1,0:設定なし,,0301:店長,2018/06/02 18:21:16,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,12,ドリンク,単品 ソフトドリンク,,,,Yes,00000000762:ウーロン茶,,1:成功,,0,0,0:設定なし,,0301:店長,2018/06/02 18:20:20,, ,0301:店長,2018/06/02 18:21:56,30:キャンセル済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,19,ドリンク,ビール,,,,Yes,00000000704:オールフリー,,1:成功,,0,0,0:設定なし,,0301:店長,2018/06/02 18:23:06,, ,0301:店長,2018/06/02 18:29:28,30:キャンセル済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,7,ドリンク,ビール,,,,Yes,00000000704:オールフリー,,1:成功,,0,0,0:設定なし,,0301:店長,2018/06/02 18:20:20,, ,0301:店長,2018/06/02 18:21:56,30:キャンセル済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,21,ドリンク,ビール,,,,Yes,00000000704:オールフリー,,1:成功,,450,1,0:設定なし,,0301:店長,2018/06/02 19:08:54,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,8,ドリンク,ビール,,,,Yes,00000000700:プレミアムモルツ,,1:成功,,0,0,0:設定なし,,0301:店長,2018/06/02 18:20:20,, ,0301:店長,2018/06/02 18:21:56,30:キャンセル済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,9,ドリンク,ビール,,,,Yes,00000000700:プレミアムモルツ,,1:成功,,0,0,0:設定なし,,0301:店長,2018/06/02 18:20:20,, ,0301:店長,2018/06/02 18:21:56,30:キャンセル済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,10,ドリンク,ビール,,,,Yes,00000000700:プレミアムモルツ,,1:成功,,0,0,0:設定なし,,0301:店長,2018/06/02 18:20:20,, ,0301:店長,2018/06/02 18:21:56,30:キャンセル済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,11,ドリンク,ビール,,,,Yes,00000000700:プレミアムモルツ,,1:成功,,0,0,0:設定なし,,0301:店長,2018/06/02 18:20:20,, ,0301:店長,2018/06/02 18:21:56,30:キャンセル済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,23,フード,山賊の揚げ物,,,,Yes,00000000661:こぼれフライドポテト,,1:成功,,520,1,0:設定なし,,0301:店長,2018/06/02 19:39:21,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,22,フード,山賊の肴,,,,Yes,00000000643:枝豆バター醤油,,1:成功,,420,1,0:設定なし,,0301:店長,2018/06/02 19:39:21,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,24,フード,山賊の肴,,,,Yes,00000000637:山賊漬け(キムチ盛り),,1:成功,,480,1,0:設定なし,,0301:店長,2018/06/02 20:56:54,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,6,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,0,0,0:設定なし,,0301:店長,2018/06/02 18:20:20,, ,0301:店長,2018/06/02 18:21:01,30:キャンセル済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,5,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,0,0,0:設定なし,,0301:店長,2018/06/02 18:20:20,, ,0301:店長,2018/06/02 18:21:01,30:キャンセル済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,4,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,0,0,0:設定なし,,0301:店長,2018/06/02 18:20:20,, ,0301:店長,2018/06/02 18:21:01,30:キャンセル済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,3,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,0,0,0:設定なし,,0301:店長,2018/06/02 18:20:20,, ,0301:店長,2018/06/02 18:21:01,30:キャンセル済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,2,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,0,0,0:設定なし,,0301:店長,2018/06/02 18:20:20,, ,0301:店長,2018/06/02 18:21:01,30:キャンセル済
,*,003:大和乃山賊,No:201900300001068,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:20:20,2018/06/02 21:26:45,000000020:掘りごたつ8,6,1,5,0,0,0,11,26860,1986,0,0,0:対象外,0,0,0,26860,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 21:26:49,1:成功,2018/06/02 21:27:04,,,,1,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,0,0,0:設定なし,,0301:店長,2018/06/02 18:20:20,, ,0301:店長,2018/06/02 18:21:01,30:キャンセル済
,*,003:大和乃山賊,No:201900300001069,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:30:20,2018/06/02 22:03:20,000000010:テーブル1,2,1,1,0,0,0,14,8181,601,0,0,0:対象外,0,0,0,8181,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,, ,1:成功,2018/06/02 22:05:10,,,,1,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,380,1,0:設定なし,,0301:店長,2018/06/02 18:30:20,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001069,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:30:20,2018/06/02 22:03:20,000000010:テーブル1,2,1,1,0,0,0,14,8181,601,0,0,0:対象外,0,0,0,8181,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,, ,1:成功,2018/06/02 22:05:10,,,,2,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,380,1,0:設定なし,,0301:店長,2018/06/02 18:30:20,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001069,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:30:20,2018/06/02 22:03:20,000000010:テーブル1,2,1,1,0,0,0,14,8181,601,0,0,0:対象外,0,0,0,8181,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,, ,1:成功,2018/06/02 22:05:10,,,,8,フード,山賊の逸品,,,,Yes,00000000670:茄子と豆腐の揚げ出し,,1:成功,,650,1,0:設定なし,,0303:アルバイト,2018/06/02 18:34:54,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001069,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:30:20,2018/06/02 22:03:20,000000010:テーブル1,2,1,1,0,0,0,14,8181,601,0,0,0:対象外,0,0,0,8181,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,, ,1:成功,2018/06/02 22:05:10,,,,11,ドリンク,単品 果実酒,,,,Yes,00000000746:林檎酒,ソーダ割りx1,1:成功,,620,1,0:設定なし,,0301:店長,2018/06/02 19:12:31,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001069,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:30:20,2018/06/02 22:03:20,000000010:テーブル1,2,1,1,0,0,0,14,8181,601,0,0,0:対象外,0,0,0,8181,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,, ,1:成功,2018/06/02 22:05:10,,,,4,ドリンク,単品 果実酒,,,,Yes,00000000739:南高梅酒,ソーダ割りx1,1:成功,,480,1,0:設定なし,,0301:店長,2018/06/02 18:30:20,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001069,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:30:20,2018/06/02 22:03:20,000000010:テーブル1,2,1,1,0,0,0,14,8181,601,0,0,0:対象外,0,0,0,8181,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,, ,1:成功,2018/06/02 22:05:10,,,,14,ドリンク,単品 ウィスキー,,,,Yes,00000000730:ハイボール,,1:成功,,450,1,0:設定なし,,0303:アルバイト,2018/06/02 20:00:22,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001069,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:30:20,2018/06/02 22:03:20,000000010:テーブル1,2,1,1,0,0,0,14,8181,601,0,0,0:対象外,0,0,0,8181,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,, ,1:成功,2018/06/02 22:05:10,,,,3,ドリンク,ビール,,,,Yes,00000000700:プレミアムモルツ,,1:成功,,480,1,0:設定なし,,0301:店長,2018/06/02 18:30:20,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001069,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:30:20,2018/06/02 22:03:20,000000010:テーブル1,2,1,1,0,0,0,14,8181,601,0,0,0:対象外,0,0,0,8181,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,, ,1:成功,2018/06/02 22:05:10,,,,10,ドリンク,ビール,,,,Yes,00000000700:プレミアムモルツ,,1:成功,,480,1,0:設定なし,,0301:店長,2018/06/02 19:12:31,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001069,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:30:20,2018/06/02 22:03:20,000000010:テーブル1,2,1,1,0,0,0,14,8181,601,0,0,0:対象外,0,0,0,8181,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,, ,1:成功,2018/06/02 22:05:10,,,,13,フード,山賊の〆,,,,Yes,00000000692:鮭いくらチャーハン,,1:成功,,880,1,0:設定なし,,0303:アルバイト,2018/06/02 20:00:22,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001069,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:30:20,2018/06/02 22:03:20,000000010:テーブル1,2,1,1,0,0,0,14,8181,601,0,0,0:対象外,0,0,0,8181,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,, ,1:成功,2018/06/02 22:05:10,,,,12,フード,山賊の逸品,,,,Yes,00000000673:こだわりの出汁巻き,,1:成功,,620,1,0:設定なし,,0303:アルバイト,2018/06/02 20:00:22,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001069,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:30:20,2018/06/02 22:03:20,000000010:テーブル1,2,1,1,0,0,0,14,8181,601,0,0,0:対象外,0,0,0,8181,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,, ,1:成功,2018/06/02 22:05:10,,,,9,フード,山賊の逸品,,,,Yes,00000000671:山賊豚キムチ,,1:成功,,680,1,0:設定なし,,0303:アルバイト,2018/06/02 18:34:54,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001069,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:30:20,2018/06/02 22:03:20,000000010:テーブル1,2,1,1,0,0,0,14,8181,601,0,0,0:対象外,0,0,0,8181,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,, ,1:成功,2018/06/02 22:05:10,,,,5,フード,山賊の肴,,,,Yes,00000000634:枝豆,,1:成功,,280,1,0:設定なし,,0303:アルバイト,2018/06/02 18:34:54,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001069,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:30:20,2018/06/02 22:03:20,000000010:テーブル1,2,1,1,0,0,0,14,8181,601,0,0,0:対象外,0,0,0,8181,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,, ,1:成功,2018/06/02 22:05:10,,,,6,フード,大和の和え野菜,,,,Yes,00000000644:豪快山賊サラダ,,1:成功,,780,1,0:設定なし,,0303:アルバイト,2018/06/02 18:34:54,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001069,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:30:20,2018/06/02 22:03:20,000000010:テーブル1,2,1,1,0,0,0,14,8181,601,0,0,0:対象外,0,0,0,8181,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,, ,1:成功,2018/06/02 22:05:10,,,,7,フード,山賊の揚げ物,,,,Yes,00000000662:なんこつ唐揚げ,,1:成功,,420,1,0:設定なし,,0303:アルバイト,2018/06/02 18:34:54,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001070,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:31:49,2018/06/02 22:53:24,000000004:カウンター4,2,0,2,0,0,0,13,7792,572,0,0,0:対象外,0,0,0,7792,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 22:53:27,1:成功,2018/06/02 22:53:51,,,,9,ドリンク,単品 ウィスキー,,,,Yes,00000000738:ジンジャーハイ,,1:成功,,480,1,0:設定なし,,0303:アルバイト,2018/06/02 19:17:50,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001070,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:31:49,2018/06/02 22:53:24,000000004:カウンター4,2,0,2,0,0,0,13,7792,572,0,0,0:対象外,0,0,0,7792,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 22:53:27,1:成功,2018/06/02 22:53:51,,,,8,ドリンク,単品 サワー,,,,Yes,00000000785:レモンサワー,,1:成功,,480,1,0:設定なし,,0303:アルバイト,2018/06/02 19:17:50,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001070,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:31:49,2018/06/02 22:53:24,000000004:カウンター4,2,0,2,0,0,0,13,7792,572,0,0,0:対象外,0,0,0,7792,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 22:53:27,1:成功,2018/06/02 22:53:51,,,,2,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,380,1,0:設定なし,,0301:店長,2018/06/02 18:31:49,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001070,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:31:49,2018/06/02 22:53:24,000000004:カウンター4,2,0,2,0,0,0,13,7792,572,0,0,0:対象外,0,0,0,7792,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 22:53:27,1:成功,2018/06/02 22:53:51,,,,5,フード,山賊の肴,,,,Yes,00000000643:枝豆バター醤油,,1:成功,,420,1,0:設定なし,,0301:店長,2018/06/02 18:34:11,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001070,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:31:49,2018/06/02 22:53:24,000000004:カウンター4,2,0,2,0,0,0,13,7792,572,0,0,0:対象外,0,0,0,7792,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 22:53:27,1:成功,2018/06/02 22:53:51,,,,6,フード,大和の和え野菜,,,,Yes,00000000644:豪快山賊サラダ,,1:成功,,780,1,0:設定なし,,0301:店長,2018/06/02 18:34:11,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001070,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:31:49,2018/06/02 22:53:24,000000004:カウンター4,2,0,2,0,0,0,13,7792,572,0,0,0:対象外,0,0,0,7792,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 22:53:27,1:成功,2018/06/02 22:53:51,,,,7,フード,山賊の揚げ物,,,,Yes,00000000662:なんこつ唐揚げ,,1:成功,,420,1,0:設定なし,,0301:店長,2018/06/02 18:34:11,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001070,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:31:49,2018/06/02 22:53:24,000000004:カウンター4,2,0,2,0,0,0,13,7792,572,0,0,0:対象外,0,0,0,7792,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 22:53:27,1:成功,2018/06/02 22:53:51,,,,10,フード,山賊の逸品,,,,Yes,00000000671:山賊豚キムチ,,1:成功,,680,1,0:設定なし,,0303:アルバイト,2018/06/02 19:17:50,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001070,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:31:49,2018/06/02 22:53:24,000000004:カウンター4,2,0,2,0,0,0,13,7792,572,0,0,0:対象外,0,0,0,7792,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 22:53:27,1:成功,2018/06/02 22:53:51,,,,11,フード,溶岩焼き,,,,Yes,00000000674:国産肉の溶岩焼き3種盛,,1:成功,,1280,1,0:設定なし,,0303:アルバイト,2018/06/02 19:17:50,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001070,0,,,2018/06/02,2018,6,2,土,10:会計済,2018/06/02 18:31:49,2018/06/02 22:53:24,000000004:カウンター4,2,0,2,0,0,0,13,7792,572,0,0,0:対象外,0,0,0,7792,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/02 22:53:27,1:成功,2018/06/02 22:53:51,,,,1,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,380,1,0:設定なし,,0301:店長,2018/06/02 18:31:49,, ,, ,20:配膳済
